1,135,362
2,132,361
3,133,360
4,137,358
5,140,356
6,140,355
7,144,353
8,144,352
9,146,351
10,147,350
11,151,347
12,151,347
13,155,345
14,158,344
15,158,343
16,160,342
17,163,340
18,165,338
19,167,337
20,165,336
21,169,335
22,170,333
23,171,332
24,176,331
25,176,329
26,177,328
27,180,326
28,183,325
29,185,324
30,181,323
31,186,321
32,192,320
33,190,319
34,190,318
35,196,317
36,195,315
37,194,314
38,198,313
39,204,312
40,205,310
41,208,308
42,206,306
43,200,304
44,195,302
45,188,298
46,177,298
47,171,299
48,177,299
49,178,300
50,177,297
51,176,298
52,183,297
53,186,296
54,198,296
55,205,295
56,200,295
57,219,296
58,220,296
59,225,296
60,241,294
61,237,293
62,231,294
63,244,293
64,246,292
65,254,289
66,246,289
67,251,290
68,253,288
69,253,287
70,261,285
71,263,284
72,264,283
73,269,283
74,270,281
75,271,280
76,282,277
77,293,277
78,299,276
79,305,274
80,296,269
81,298,269
82,307,271
83,313,273
84,326,274
85,336,275
86,343,276
87,347,275
88,351,268
89,354,264
90,357,261
91,360,258
93,347,223
94,346,220
95,349,220
96,356,226
97,357,225
98,359,223
99,360,221
100,361,219
101,366,221
102,365,216
103,363,211
104,359,204
105,359,205
106,366,210
107,368,210
108,375,216
109,380,222
110,380,221
111,382,224
112,381,223
113,378,211
114,376,200
115,375,197
116,375,194
117,361,189
118,363,188
119,361,186
120,360,184
121,361,184
122,363,183
123,367,183
124,368,182
125,369,182
126,370,181
127,369,179
128,369,178
129,369,177
130,369,176
131,368,174
132,369,174
133,368,172
134,368,172
135,367,170
136,366,169
137,364,166
138,365,166
139,363,164
140,361,162
141,359,160
142,358,159
143,357,157
144,355,156
145,353,154
146,352,152
147,349,150
148,346,148
149,344,148
150,343,148
151,342,148
152,339,147
153,340,147
154,339,147
155,337,145
156,335,144
157,334,143
158,331,141
159,331,140
160,328,138
161,326,137
162,324,136
163,323,134
164,320,133
165,319,131
166,317,130
167,313,128
168,312,127
169,312,126
170,309,125
171,308,125
172,304,122
173,303,121
174,302,120
175,302,120
176,302,119
177,298,117
178,298,117
179,295,115
180,296,116
181,297,115
182,297,115
183,294,114
184,298,116
185,298,115
186,300,115
187,298,114
188,300,114
189,297,112
190,301,112
191,307,115
192,300,113
193,304,113
194,310,114
195,306,112
196,306,111
197,306,112
198,310,112
199,310,111
200,307,109
201,309,109
202,309,109
203,308,108
204,307,107
205,312,107
206,309,106
207,309,105
208,311,105
209,306,103
210,309,102
211,309,101
212,310,100
213,308,98
214,304,97
215,301,95
216,293,94
217,293,93
218,287,92
219,282,91
220,281,92
221,285,92
222,286,92
223,289,93
224,287,94
225,294,94
226,292,94
227,285,92
228,285,92
229,284,91
230,286,92
231,289,92
232,286,90
233,288,91
234,287,90
235,287,89
236,286,88
237,286,88
238,281,86
239,289,87
240,287,87
241,275,82
242,286,85
243,284,84
244,286,83
245,287,83
246,280,81
247,284,81
248,287,81
249,285,79
250,285,79
251,285,78
252,286,78
253,289,78
254,289,77
255,289,76
256,287,75
257,285,74
258,285,74
259,285,73
260,287,72
261,286,72
262,284,71
263,286,70
264,285,69
265,285,69
266,280,68
267,282,67
268,279,65
269,276,64
270,266,63
271,260,62
272,262,63
273,257,61
274,264,62
275,270,64
276,270,65
277,269,65
278,275,66
279,273,65
280,278,66
281,276,66
282,275,65
283,273,65
284,275,64
285,272,64
286,275,63
287,272,63
288,274,63
289,271,62
290,272,62
291,273,62
292,275,61
293,275,61
294,272,60
295,274,60
296,273,60
297,274,60
298,271,59
299,269,58
300,269,57
301,266,56
302,270,57
303,271,57
304,271,56
305,273,57
306,275,56
307,278,56
308,277,56
309,274,55
310,273,54
311,273,54
312,275,53
313,276,53
314,271,52
315,275,52
316,274,52
317,274,51
318,276,51
319,278,51
320,281,52
321,277,51
322,278,51
323,278,50
324,277,50
325,281,50
326,281,49
327,281,50
328,278,48
329,281,48
330,280,48
331,282,48
332,283,47
333,284,48
334,281,47
335,282,47
336,279,46
337,285,46
338,282,46
339,283,46
340,278,44
341,278,43
342,276,44
343,264,42
344,266,42
345,264,42
346,274,45
347,288,50
348,292,50
349,279,46
350,275,49
351,277,48
352,280,49
353,270,46
354,270,47
355,271,47
356,269,47
357,269,47
358,267,48
359,269,50
360,267,49
361,265,51
362,262,52
363,263,53
364,268,55
365,264,55
366,266,55
367,263,56
368,265,57
369,266,58
370,265,59
371,262,59
372,264,60
373,265,62
374,261,61
375,259,61
376,256,61
377,259,63
378,258,64
